"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Wincanton Road Greens","OS_Hv_0575","Amenity green space","Havering",1.3884,553750,193202,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Windmill Field, Upminster","OS_Hv_0576","Recreation ground","Havering",0.9310,555701,186700,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wingletye Lane Fields","OS_Hv_0577","Vacant land","Havering",3.9620,555270,187699,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wrexham Road Green","OS_Hv_0581","Amenity green space","Havering",0.2250,553837,193077,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gooshays Drive Albemarle Fields","OS_Hv_0585","Amenity green space","Havering",0.8568,554350,192021,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Dorking Road Playgroun","OS_Hv_0586","Play space","Havering",0.0868,553903,192560,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Highfield Towers Play Site","OS_Hv_0587","Play space","Havering",0.5284,550734,192170,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Jermains Wood","OS_Hv_0589","Public woodland","Havering",6.0157,557101,190926,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Forest Row Playsite","OS_Hv_0590","Play space","Havering",0.2013,549314,191749,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Painsbrook Open Space","OS_Hv_0593","Amenity green space","Havering",2.4134,554742,191739,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Neots Adventure Playground","OS_Hv_0595","Playing fields","Havering",3.1826,554919,191515,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rise Park","OS_Hv_0597","Park","Havering",9.6800,551437,190979,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Mardyke Adventure Playground","OS_Hv_0600","Playing fields","Havering",4.1192,550999,183405,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Abbey Wood Open Space","OS_Hv_0602","Nature reserve","Havering",6.2463,553705,183570,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Amenity Grassland South of Manor Farm","OS_Hv_0608","Amenity green space","Havering",0.4838,554056,193150,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Berwick Ponds Angling Lake","OS_Hv_0623","Other recreational","Havering",6.9854,553975,183533,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bevan Way Greenspace","OS_Hv_0624","Amenity green space","Havering",1.3062,554695,185950,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bower Wood","OS_Hv_0628","Public woodland","Havering",11.1813,551587,192600,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Carters Brook North Ex-allotments Land","OS_Hv_0638","Amenity green space","Havering",0.3587,554004,192595,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Central Park Leisure and Myplace","OS_Hv_0639","Playing fields","Havering",2.2700,554158,192216,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chudleigh Road Open Space","OS_Hv_0644","Amenity green space","Havering",2.8165,554101,192609,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Collier Row Green Link","OS_Hv_0652","Walking/cycling route","Havering",3.8610,549610,191736,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Collier Row Recreation Ground","OS_Hv_0653","Recreation ground","Havering",2.4441,549386,191150,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cranham Church","OS_Hv_0658","Cemetery/churchyard","Havering",0.3392,557198,186155,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cranham Playing Fields","OS_Hv_0662","Playing fields","Havering",8.7196,558048,187529,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Elliot Playing Field","OS_Hv_0671","Playing fields","Havering",1.2602,555356,188718,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Fielders Field Sports Ground","OS_Hv_0683","Playing fields","Havering",1.7370,553661,187636,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Forest Lodge Activities Centre / Colliers Row Jnrs FC","OS_Hv_0687","Recreation ground","Havering",9.4336,549110,191701,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Franks Wood","OS_Hv_0693","Public woodland","Havering",4.1529,558300,187485,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Grenfell Park","OS_MB_0052","Park","Barking and Dagenham; Havering",6.2482,551499,187110,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hacton Parkway and Playsite","OS_Hv_0703","Park","Havering",5.1601,554562,185715,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hadleys Millennium Wood","OS_Hv_0704","Nature reserve","Havering",6.5172,557200,188592,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hamilton Drive Open Space","OS_Hv_0705","Amenity green space","Havering",0.1343,554183,190069,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Havering Playing Field","OS_Hv_0716","Playing fields","Havering",1.8241,551095,193542,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
